polarity,tweet
-0.5,If l cant get it cut then ill colour it Well why not xx hair haircolor purple lockdownproject
0.25,Lovely family walk along the front of our favourite coastal town Whitstable this morning and left before it got bus
0.16666666666666666,covidThe sound of pennies droppingSo we now think it was here much earlier than we thought no shit Sherlock
0.0,If the lockdown was for PREPAREDNESSWhere is itIndia still stands 18th out of 20 IN G20 countries in terms of TESTING COVID PATIENTS
0.1,Need something to keep busy with at home Support Aristolochia and have a go at cataloguing McrMuseum microscope
-0.30000000000000004,HondaMotorcycle and Scooter India HMSI expects twowheeler sales to remain in the slow lane this fiscal with th
0.21666666666666667,A quick shopping trip away from busy malls to get spices and vegetablessouthafrica lockdown covid19 stayhome
0.0,Just finished some baking to maintain my skills for GCSE Food Preparation and NutritionGCSEs2021
-0.1,Our YouTube video TIMESSQUARE LOCKDOWN WALKING FROM UNION SQUARE TO EMPTY TIMES SQUARE DURING COVID19
0.0,Alliums are so intricate amp change through each stage of their growing lifeallium alliums starofpersia
0.0,If you need clarity on the Phased lockdown approach The plan will be staged so we will plan to utilise it in sta
0.7,Loved taking part in this greatyarmouth norfolk lockdown Covid19UK localchat podcast
0.0,When GeorgiaMayxoxo hauls make you wanna buy all the outout dresses but your inside voice like hun where you
0.2857142857142857,Situation of bachelors moms spouses and their husbands kids right now lockdown humans
0.0,Lockdown guidelines to be issued on June 08 says Div Com
0.0,Who knew there would be use for Yellow Pages in 2020 salockdown lockdown smokingban smoke
0.0,WHY DO HMOIndia ALL ON A SUDDEN RELAXED LOCKDOWN RULE HAPHAZARDLY ONLY EYEING VOTE BANK ENDANGERING CITIZEN OF IN
0.5,Stay safe and keep your spirits upstayhome staysafe mask maskon
0.5,I used to love this place COVID19 Lockdown mismanagement claims another book store SaveBookStores BuyBooks
0.0,Mounted Poliz flickr Todays drawing from my lockdown journal
0.0,lockdown Wine ohh yes please lisanorfolk
-0.1,Saw my grandson for his birthday today he is 12 Hes aged since I saw him in February before all this Covid19UK
0.0,On this WorldFoodSafetyDay2020 I profile some of the people and groups who have set out to change the world despi
0.033333333333333326,So the local Coop are selling 4 cans of Shipyard IPA for a fiver which Ill be honest is a bargain The question i
0.0,10 Kpop Hairstyles You Should Experiment With While You Are In Lockdown COVID19 coronavirus
0.5,Many employees lost their Jobs in Covid19 LockdownI just wanted to help candidates who are looking for Jobs
0.3916666666666666,lockdown or lockout Faisla Aapka Checkout the full video sonusood Strong us
0.0,Post lockdown cabinfever madness
0.05555555555555555,The times r tough But derasachasauda volunteers r hereThey provide food to the needywith love ampcareDSS volu
0.0,paulmizen1 Valid point but an earlier Lockdown would have reduced transmission at an earlier stage and therby cut
0.15,how normal people go out after the lockdownfinally going outhow Instagram models go out after the lockdown
0.0,Everyone on holiday next year SundayThoughts lockdown holiday MrBean rowanatkinsonfp
0.0,11 weeks 77 hours and 1848 minutes in lockdown Looking at the same 4 walls throughout that entire time With 4 pe
0.5,Debraj Ray and S Subramanian have perhaps the most comprehensive report yet on COVID19 amp the lockdown in India
0.16666666666666666,Right thats us back from the B and the Q Wee tip Do click and collect 2 people in oor smart queue and 4 squ
0.0,86 of Covid19 cases in Tamil Nadu asymptomatic says CM Palaniswami CMOTamilNadu COVID19 Palaniswami lockdown
0.15,Some fresh air was definitely needed lockdown rufford cheflife family Rufford Abbey
-0.05,Thats Sunday done Cleaned baked banana and walnut bread made breakfast cups and now I am off for a long shower
0.28,80 High Quality Niche Relevant Blog Comments for 10 lockdown fashion stayathome
0.0,Next week tedxgateway The World Has Changed Zoom grateful studymore dobetter thankyou oxford
0.0,Watching GeethaGovindam again and again in this Lockdown iamRashmika TheDeverakondaMenenNithya
0.0,BurgerKing in Paddington has now reopened but only via home delivery Taken on the 25th May and 3rd June 2020
0.0,COVID19 Quarantine of Nepal sistutation is similar to that of Nazis Concentration Camp amp Soviets GulagQuara
0.125,It has been nearly three months since we closed the practice and words cannot describe how excited we are to be bac
0.13636363636363635,Discovery consists not in seeking new landscapes but in having new eyes Marcel Proustlockdown
0.0,I am determined as is this Government to deflect from our genocidal failing to manage the coronavirus crisisSta
0.0,AI is coming for you Lockdown QuarantineLife
0.024999999999999994,Khao San Road these days is like a ghost town Everything is closed or just gone bust Normally this street would b
0.0,Can protest cant eat at a restaurant indoors Doesnt anyone not see that cast system Look the protest doesnt bo
0.2,Reopening During Retirement Why Our Columnist Isnt Ready to Leave the Lockdown Barrons
0.35,Haircuts in our household today with a nice range of tools that includes 30 year old thinning scissors dog comb a
0.0,We all want to know what determines our birth the where and why of this birth and the next yogiashwini ji sha
0.0,Gujarat FIR against resort for lockdown violation where Congress MLAs were moved in
0.3,This is UNACCEPTABLEThe Tory govt is to happy to defend Cummings when he blatantly breaks his own Lockdown rul
0.0,In the space of a couple of weeks my time line has gone from banana bread and tik tok dances to people fighting an
0.0,At last Smashes 5k in under 30 mins SundayMotivation COVID19 personalbest 5krun Preston lockdown
1.0,As we approach the end of week1 lockdown loosers SRTH we are seeing some impressive results Official weigh in
0.0,39 mosques shut again in Saudi ArabiaMosque coronavirus COVID19 lockdown
-0.3499999999999999,EntradaBooks BREAKING BAD meets JOHN WICKThe Irish PostOnly 99p99c during lockdownDrugGangTrilogyAl
0.35,This lockdown has now lasted a full toothbrush lifespan COVID19
0.8,Grace popped by to say hello Happy Sunday and we will see you all soon dogs friendlyface lockdown
-0.3499999999999999,AuthorBuster BREAKING BAD meets JOHN WICKThe Irish PostOnly 99p99c during lockdownDrugGangTrilogyAl
0.25,Looking at the Temples during lockdown I feel GOD had required some rest from chaotic prayersSo peaceful to att
0.5,Has Lockdown Turned Your Healthy Friendships Toxic lockdown loneliness toxic friendship relationship
-0.3499999999999999,LateshaKellam BREAKING BAD meets JOHN WICKThe Irish PostOnly 99p99c during lockdownDrugGangTrilogyA
0.0,SABCNews Then why lockdown
0.0,Cheers sundaymood sundayvibes lockdownSomersetfood Dorsetfoodie londonfoodblogger
0.0,DragonPRPG And who says Im Not Just not joining a mass gathering protest in the middle of a Lockdown for
-0.009285714285714286,PixiePonder Highly readable combination of lean prose tight plotting and winceinducing ultraviolent mayhem
0.0,Another Yorkshire Tapas minisession from the lads from a week or so ago link below lockdown podcast
0.5,peterjukes spectator We emerged out of quarantine IN DURHAMalmost comical that we thought wed got away wit
0.13636363636363635,LOCKDOWN LOVERBrand new track up on Soundcloud Check the link in bio lockdownlover lockdown
0.03409090909090909,Coronavirus news live No new deaths in Scotland or NorthernIreland as MattHancock clashes with scientist ov
-0.009285714285714286,JessShou Highly readable combination of lean prose tight plotting and winceinducing ultraviolent mayhemTHE
0.4,Well thats another book Ive finished during lockdown my 4th one I do enjoy reading Might start on ano
0.0,The Minister of Trade and some of the biggest Landlords in Kampala have reached a compromise that will determine th
0.0,Life in Lockdown Motorhoming motoroaming vanlife lockdown travelblogger motorhomers
-0.009285714285714286,DreamVolution Highly readable combination of lean prose tight plotting and winceinducing ultraviolent mayhem
0.0,Model behaviour Luna the lockdown dog in pictures
-0.009285714285714286,IamAnkurRay Highly readable combination of lean prose tight plotting and winceinducing ultraviolent mayhem
-0.07500000000000001,And of course the devolved jobsworths are EVEN worse failures with a higher deathrate in NicolaSturgeons careho
-0.06666666666666661,LeeRichHorror If you like GangsofLondon youll love Drug GangBREAKING BAD meets JOHN WICKThe Irish Post
0.5,IanProwse TakinontheWorld amp CCfunkandsoul Pfunk kinda makin Lockdown worthwhile this weekend
-0.06666666666666661,mchljamesSTplay If you like GangsofLondon youll love Drug GangBREAKING BAD meets JOHN WICKThe Irish Pos
0.6,kindly help me Im nt gttng my Salary since 2 months amp National Insurance company asking premiums Lockdown pe a
0.1,A few of my favourite wax melts Lots of fragrances available on the website sarahsgiftsuk waxmelts
0.5,blyuss brexitsham gattalberto Ok could they perhaps extend their analysis to look at the impact of lockdown i
-0.06666666666666661,dmtoft If you like GangsofLondon youll love Drug GangBREAKING BAD meets JOHN WICKThe Irish PostOnly 9
0.0,coronavirus lockdown COVID19Coronavirus Vaccine AstraZeneca aims to release vaccine in Sept mass production b
0.0,coronavirus lockdown COVID19Schools colleges to reopen across India after August 15 HRD Minister Pokhriyal Sc
-0.125,When your car tax and car insurance are due 3 days apart Thank you lockdown savings for making my annual payments
0.1,15yr old tidying his room lockdown raining
0.2833333333333334,One good thing to come out of lockdown is that I can now fit into jeans that have been too small for me for three
0.0,Quote your increased weight during lockdownMine 55lockdown COVID19India
0.5,Many employees lost their Jobs in Covid19 LockdownI just wanted to help candidates who are looking for Jobs
-0.15625,Umm cause theyre hornyIts not that deepI mean the topic isnt that deep lockdown lockdown2020
0.5,Theres an ad on tv at the moment about hearing the cuckoo again after many years implying its because of
0.05,CONCRETE BARRIERS provide instant effective protection against flytipping and illegal occupation of land and open
0.0,DLF chairman billionaire realty mogul KP Singh said the exodus of migrantworkers during lockdown highlight the f
0.22424242424242424,Free Lockdown Live Tests Invite Your Friends amp Compete Live Take the Test here Get th
-0.5,Moodmood sunday lockdown bored
0.0,So since churches are opening on the 15th June and the pubs are still shut can we drink in the church lockdown
0.03125,Critics from a broad spectrum including medical professionals scientists and lawmakers say the government has bot
0.0,KareenaKapoorKhan SaifAliKhan and Taimur step out for a leisure walk in MarineDrive Bollywood celebrity
0.0,KareenaKapoorKhan SaifAliKhan and Taimur step out for a leisure walk in MarineDrive Bollywood celebrity
0.35000000000000003,Just had an amazing and insightful chat with xhosacole Probably my favourite lockdown interview so far Appro
0.65,So happy 2 of my photos of london during the lockdown are featured in this TimeOutLondon article More photos o
0.0,Alan self isolation Day 10 Be seeing you animation animated Quarantine
0.13636363636363635,LOCKDOWN LOVERBrand new track up on Soundcloud Check the link in bio lockdownlover lockdown
-0.08333333333333333,Weird feeling putting a proper pair of shoes on for the first time in the 3 months since we began shielding Ventur
0.13636363636363635,Link to tallykoren live stream livestream tallykoren lockdown
0.2,Thanks to RallyingUK for sharing the link sat in the UK watching RallySweden Lockdown
0.0,COVID19 Coronavirustruth Corona CoronaKoDhona lockdown CoronavirusIndia Hope one does not have to rhyme wit
0.65,More delicious prezzies from neighbours This amazing apple amp cinnamon cake made by my lovely neighbour Helen It i
0.0,Lockdown has endedNot pandemic nor 2020 StaySafeStayHealthy
0.375,Excited for rallying Excited for the Polo GTI R5 Dont miss Rally Sweden Lockdown now on SVT1 and
0.2681818181818182,Im live now online with the fabulous Professor Sussan Babaie Reader in Arts of Iran and Islamic Arts from the de
0.0,chelsey46864502 Think the craziness of John Wick plus the insanity of Pulp FictionBriars ReviewsOnly 99p9
0.0,Yes its that time of the week Ive got to go to work tonight amp Im looking forward to it See yall at 8pm uk t
0.5,Cyclists ride a bicycle They should be called bicyclists surely spentToMuchTimeInTheHouse lockdown
0.0,MARK COVID19 coronavirus lockdown healthcare HealthTech sharecare stockstowatch
0.0,TwinDad44095336 Think the craziness of John Wick plus the insanity of Pulp FictionBriars ReviewsOnly 99p9
0.5,So thankful to my patients who have been so supportive during lockdown London United Kingdom
0.35,True story mumlife thought thoughtoftheday lockdown
-0.13333333333333333,IndiaFightsCorona must understand Lockdown Relax But Corona is Active amp will Reactiv
0.5,Cute Planters newskills development growth lockdown abetterme upcycling restoration rescue repair
-0.05,BorisJohnson No problem while your missing in action well all abide by lockdown while you take charge of runing
0.0,ChrisHooley2020 Think the craziness of John Wick plus the insanity of Pulp FictionBriars ReviewsOnly 99p9
0.45,Happy face by OliverSolberg01 We have rally action PernillaSolberg RallySweden Lockdown WRC RallyInsidePlus
0.35,Thanks to RoxannaPanufnik for her lovely SofaSunday interview with Sebastian Comberti just released for our
0.0,mscamillearomin This book is a tour de force Its a massively cool urban dark powerful disturbing and shocki
0.25,One of ShahiedAjam last wishes was to continue with meaningful humanitarian aid work until the end of the
-0.16666666666666666,sadiewriter This book is a tour de force Its a massively cool urban dark powerful disturbing and shocking b
0.0,5 things I never thought I would do before lockdown 1 Using twitter2Talking to my lawnmower3 Using twitter
-0.16666666666666666,ilyakaplan2 This book is a tour de force Its a massively cool urban dark powerful disturbing and shocking b
0.0,Writer Lakshmi Palecanda comedically documents going in and out of sanity as the lockdown extends in India
0.0,GStarkeyMidha PeterFearns About time too No one should be on the streets in groups of over 6 human rights or
0.0,Since before lockdown started Ive been trying to get either kettlebells or dumbbells Today I finally managed
0.41666666666666663,FeaturedTalk Who else could be better than Super 30 Founder and JEE expert MrAnand Kumar to guide you in JEE Pr
0.4,AKTULucknow For the system who vouch for the advanced education they provide and for the universities who stil
-0.033333333333333326,Gyms reopening is something I really want to happen and soon But Id be naive to think its going to be the same a
-0.3125,Its look like our lockdown strategy failed See the difference between India amp other countries
0.5,Your love surrounds us every moment of every day gregboyd LiveLove SundayMorning Pressestunde TheVoice
0.0,Will we ac end up back in a lockdown because Im freaking out
0.18333333333333335,See what your complex Support Schemes full of caveats amp exclusions are doing to these highly skilled people who a
0.16666666666666666,We are been distracted from something coronavirus raceriots lockdown The main question is what are we
-0.1,Noon today I swear the sink was empty this morning Lockdown QuarantineLife
0.0,Before his death he was involved in a project to feed to up to 9000 people daily across 10 impoverished communitie
0.5,DragonPRPG Doubt itI know Bame communities are more at risk Thats why I think organising todays event w
-0.3333333333333333,What if ImranKhan sahab ko khd coronavirus hojae tou woh phr Lockdown ke option ko serious lega 1lac figure c
0.25,Space cat the first member of the spacex crew to visit nasajohnson sundayfunday sunday weekend space
-0.5,COVID19 Coronavirustruth Corona CoronaKoDhona lockdown CoronavirusIndia Munnabhais brahmastra fails
-0.0068181818181818205,My 5th shedx talk During the dark moments how Ive moved away from the what ifs to the what nows and new
0.2333333333333333,Thank you so much to all our volunteers we couldnt have helped hundreds of charities without you Most recently
0.03333333333333333,Manually create 50Powerful Social Bookmarking Dofollow Backlinks for 4 photooftheday covid19 lockdown
0.0,Watch As countries around the world are easing lockdown restrictions take a look whats happening in some of th
0.0,Remembering my lockdown tales When SusanEichhofer finally allowed me to have a Pet 3 years ago she insisted th
0.5,This is today Make sure you check out artagainstcovid and see what art you can get your hands on and raise funds
0.0,It will be homegrown strawberries on my porridge tomorrow morning Yum lockdown greenfingers homegrown
0.4,A Engineer placed the pot in sun light post washing Engineer will be engineer even in lockdown Always think
0.0,In the midst of uncertainty and chaos what keeps me going is my belief that this period of incubation could only ha
0.0,ChdParentsAssn KirronKherBJP vpsbadnore Leaders dont inflict pain they share pain Max DepreeV didnt come
0.0,IndiaFightsCorona About 11102 LMT food grains lifted through 3965 rail rakes during lockdown10510 LMT foo
-0.1,COVID19 Coronavirustruth Corona CoronaKoDhona lockdown CoronavirusIndia Whom does Corona hit harder Vaish
0.0,BBC News Your coronavirus lockdown confessions
0.0,Ive just published post 2 on the ANTIFA amp Co Power Push thats going on around the World in the Guise of Protest
0.25,Whitby Town FC need your support for our cardboard cutout fundraiser as the first non league club to support itW
0.0,gandhinitiraj AfrinFatma GauravPandhi COVID is not about GDP Its about how you impose lockdown amp control Peo
0.0,BBCPolitics Watch Edmunds of following the science SAGE fame saying he is in favour of HerdImmunity amp arguing
0.0,BorisJohnson MattHancock There needs to be a public inquiry into coronavirus after the lockdown endsGovernmen
0.0,nsitharamanoffc sidbiofficial PIBIndia MIBIndia FinMinIndia DFSIndia DFSforMSMEs Honble Mm Micro finan
-0.5,Bc lockdown me mere Beard aur hair Adityaroykapoor ke jaise ho gyi hai
0.0,To prevent the spread of COVID19 IAS C Indumati SultanpurDm sealed boundaries of all villages immediately with
0.2,Dear All Real Exam of coronavirus begins on Monday 8th june as Unlock1 startsGovernment may Relax or withdra
0.0,Life in lockdown an article from a managers perspective Read ChoiceSupport Services Manager Sarah Burton
0.7,lockdown Killing Eve is a good watch 3 seasons as well so hours of downtime ahead
0.05,Wanted in several dacoity cases a 30yearold man pedalled nearly 600 kilometres during the lockdown to avoid the
0.2,Nikkinack79 CraigStirling14 mc62474583 PeterAn31820691 Wake up youve been fooledThe virus is real enou
0.0,AngelaRayner HmmmmAngela John Edmunds was one of the scientists Gov say they were listening to Edmunds advoca
0.0,JuhiParmar is scared post lockdown Nothing changes for me with unlock we are planning to stay indoors
0.175,So my 6 year old just got his first VictoryRoyale on FortniteGame in solos today bless him Go Vinnie Im shock
0.0,Neutral grip on overhead presses is the safest for your wrists and shoulders Strength speed endurance or size
0.0,TheShilpaShetty joins global stars for a cause ShilpaShetty lockdown
-0.2,day 73 of lockdown and I havent lost my shit yet
-0.4,A llittle behind the scenes insight in to MonBoysPrep lockdown homeschooling
0.0,Another lockdown haircut sorted now time to think about Sunday Roast HappySunday
-0.2,Matt Hancock clashes with leading scientist over warning that late lockdown cost lives and lifting now risks sec
0.525,Keep the groove amp good times rolling with the HUGE KristoFurr edit of I Love You More Rene Angela
0.4,If youre free tomorrow morning 8th June at 1100 for 30 mins check out an event Im a guest on about Budgeting
0.19999999999999998,Im enjoying the ChampionshipLeague Snooker on ITV4 at the mo especially Neil Robertsons wild Lockdown nonhai
0.25,If we head back into lockdown 2 what store cupboard essentials would you make sure you had beforehand lockdown storecupboard
0.0,Me at the minute lockdown
0.2,IN STOCK Curva dining chairs various colours Order today FREE DELIVERYdiningchiars chairs dining
0.30000000000000004,Keep calm and carry on we are all in this together Even in the midst of the Blitz and now the Coronavirus
0.2,lockdown shows who are the real heroes of our nation SonuSoodTheRealHero
0.0,Boris Johnson to ease UK coronavirus lockdown faster than planned Politics
0.3,KevinMaguire Bollocks It just shows that the young and the healthy know that the Governments lockdown policy i
0.0,Saab shekharmande have you received your pay checks only till January Can you pls share similar payment stats o
0.5,We will remove background from image for 10 love stayathome lockdown
0.0,2020 Abhilashajhaomancoronavirus lockdown jungle delhiriots storm yqdidi
0.5,Maybe if people were working going to school able to visit their friends they wouldnt have had all this time on
0.0,The lockdown works If only wed done it 2 weeks earlierCOVID19
0.5875,Finished watching SpaceForce really enjoyed it Great to just watch something funny and a great distraction from lockdown
0.0,Been stuck inside with Dad for 3 months Or has he been stuck inside with you family lockdown FathersDay2020
0.45714285714285713,Omg TodayFM listener Kevin in Limerick certainly put his lockdown to good use
0.0,MUST WATCH Debunking the Narrative With Prof Dolores Cahill via YouTube coronavirus
0.0,Dont eat a Tidepod Lockdown QuarantineLife
0.16666666666666666,Daughter now insists dog has a seat at the dining table Things are getting more and more weird around here
-0.13333333333333333,From GLOOM to BLOOM she saw it all ArtistOnTwitter artwork sundayvibes QuarantineLife lockdown
0.13636363636363635,This i year I wont be exploring any new countries because of Covid19 All the years before I couldnt go becau
0.7,The reason for my happiness during the lockdown COVID19 quarantine
0.0,Here yare GriffLis coral pique dress conplete Feels like an outfit for a picnic in the 1950s lockdown
-0.1,Interest in OnePlanetDevelopment has grown under Lockdown Our July weekend course is now sold out amp only a few p
0.0,dawn of an era lets begin again missionbeginagain mumbai maharashtra india lockdown unlock mh
0.0,OpIndiacom The Covid19 cases are rising exponentially and so are the deaths Hospitals are over crowded and eve
0.0,we just did the math and there were only 3 days during level 4 and 5 that I didnt drink and that was because I
0.3,Wow one more Investment in JioPlatforms is announced Abu Dhabi Investment Authority announces an investment
0.09090909090909091,Coronavirus Scotland reports no new COVID19 deaths for first time since lockdown
0.5,Have you been cooking and baking more during lockdown If so youll love this 1906 recipe for Tennis Cake
0.1,I can not tell you how much rubbish we have seen road side after the reopening of macdonalds this week Bring back
0.0,As part of childprotectionweek2020 Sunbox Ambassador thabangthapo DGMurrayTrust interviews Josh Thibeletsa a reg
0.1625,IndianGirlRuns Aww thank you Will direct message you Just on way back from seeing mum in Manchester First
0.0,ProfKarolSikora What about Brazil What about USA Are you saying we do not need to quarantine those coming
0.0,level3 of this lockdown is problematic i tell you Now alcohol is sold even on a Sunday not to mention the get
0.0,Never Worry About Numbers Help One Person At A Time And Always Start With The Person Nearest You Mother Teresa
0.0,Three South Shields Girls sign and sing joemcelderry91 Collabro StarsetTheatre SignLanguage sing
0.5,No bawls please Boris Johnsons tennis time out from fatherhood The Sunday TimesClose but a better headline mi
0.5,Looking for friendship maybe more with lesbians bi trans UKIreland based Facebook group If you love banter en
0.0,Jios lockdown stake sale this time to Abu Dhabi sovereign fund for Rs5683 cr JioPlatforms Reliance Lockdown
0.0,Over 2000 masks have now been distributed staysafe restaurantmosaicatorient lockdown chanteldartnall
0.5,Musicians being creative throughout lockdown are thanking their prefered deity of choice for flexitime and humni
-0.00625,There can be no doubt that the absence of a specific provision within the Offensive Weapons Act 2019 relating to th
0.0,So we all dress the same now without even talking about it lockdown clubcamo
0.675,Peacock dancing in my backyard village villagelife nature love peacock dancing beautiful lockdown
0.5,BBCR1 oooooooh DaBabyDaBaby Ooooooh DABABY Dababy DABABY LOVE this oooooooooooohhh celspellman
0.5,Show your love to the 1st lockdown edition of The Younglings parenting covidsolutions kidsbooks
0.4,Encourage your childs interest and join them in their art and craft on your free times Let us know about the
0.5,AlistairHaimes Hopefully that will be Mr Hancock who appears to love this lockdown but I wont hold my breath
0.0,Im watching TheGrahamNortonShow where GrahamNorton looks back on the episodes filmed before lockdown
0.1,RallySweden Lockdown we have rally action
0.015625,A podium and some more solid results this time out mean still at the sharp end of the championship
0.15909090909090912,Blessed Sunday Look forward to a new week filled with exciting fitness challenges everyday of the coming week
0.018181818181818174,Live in Bradford Identify as LGBTQ Need some support with mental health Join us every Thursday for Rainbow Well
0.018181818181818174,Live in Bradford Identify as LGBTQ Need some support with mental health Join us every Thursday for Rainbow Well
0.0,Bengaluru youths help migrants living in cement pipes return home by flight coronavirus lockdown COVID19
-0.3,ProfKarolSikora THAT is like saying The Reservoir has overflowed 1000 gallons already it is too late to try a
-0.125,The Pillowman was due to begin performances at the Duke of Yorks Theatre on 24 July for a 12week season
-0.25,Time to provide grants for small scale vendors Hyderabad Lockdown
0.0,For separatedfamilies who chose to limit or stop contact during the coronavirus lockdown children may require a
0.016666666666666666,Guidance on COVID19 has changed but were still in lockdownIs someone not following social distancing
0.0,Are you a care home resident in greenwich Do you have a relative or friend living in a care home Do you have co
0.0,Navgujarat Samay News Fatafat on 7th June 2020 Evening Update NavgujaratSamay navgujaratsamayofficial gujarati
0.1,Dear policescotland NicolaSturgeon HumzaYousaf as far as I am concerned lockdown is over if I go out and get
0.0,lockdown in the city london day 76 walk took me to Leicester Sq Gardens home to statutes of some of the greates
0.0,Even in Lockdown Langar at Bangla Sahib Gurudwara Fed the HungryLockdown5 lockdown BanglaSahibGurudwara
0.13636363636363635,STILL TO COME RadioHumberside Hear what impact new lockdown skills could have on our careers w SpareRoomUK
-0.011111111111111118,Did this lockdown cover with my brother WhiskeyGeneral a few weeks back its a classic gunsnroses song called
0.0,Here are some guidelines citizens will have to follow as the government eases lockdown imposed to contain the
0.35,CoronavirusInIndia COVID19India rudradipacharjeemalbazar full lockdown be care full StaySafeStayHealthy StaySafeStayHome
0.4,Apeiruss Anarosher Pizza Vertical Video OUT NOW Also available on IG TV amp FB watc
1.0,Very proud scene Azerbaijani Police officers patrolling for preventing Covid19 lockdown breaches in Baku
0.2,BBCPolitics Marr What Edmunds really said about HerdImmunity amp LockdownHe seems to have forgotten to mentio
0.35,Im obviously looking good under Lockdown This morning my husband told me that my hair is not a crisis yet He
0.16666666666666666,I dont believe in Corovirus bandits are our main threat Hon Gudaji Kazaure kunmikitan COVID19 lockdown
-0.4,TVandFilmStars Yeah If you can stream it try the Drink along with Dallas game Every time one of the cast has
0.25,Terrific saturday lockdown quiz week number um cant remember joint top finish conclusion is
-0.08333333333333333,Not sure why its taken me 17 years of living in Wimbledon to have a proper explore of Cannizaro Park Such a gem
0.0,After 80 days of lockdown TTD all sets to resume the Darshanas A total of 6 thousand TTD employees are going to
0.4621212121212121,I live on the first floor so as soon as I knew that the lockdown was over I knew where I wanted to go Perfect se
0.11666666666666667,Thanks for my Birthday Paella amp socially distanced GardenParty ladycharters OutdoorCooking
0.0,Covid19 The city after lockdowncovid19 montage city lockdown backtonormal
0.0,The newspapers are struggling to fill the sports pages now It has been three months and how can they continue to w
0.5,We have enjoyed selecting the art work from the lawnschool home learning tasks to feature on our lockdown art wa
0.3,Home safe amp the sundaypapers next My TheDorchester roses look fabulous luxury brandambassador
0.0,from sentinelhub a look at evolution of columnar NO2 over Delhi during COVID19 lockdown period
0.5,LibDemHealth munirawilson So MattHancock you think you know better than a Scientist do you when this
-0.5,BDUTT Oo firstly sorry for his loss but 68 years ko corona na ho iski jimedari inki family ki bhi thi eld
-0.4,Injustice Is Worse Than COVID19 technology coronavirus covid corona stayhome
0.0,Alan Self isolation day 12 Im calling your Mum Quarantine QuarantineLife
0.22023809523809523,You can catch BUG and 46 other 60second horror shorts right here You can also vote for your top 5 for the audien
0.1,The peak of Covid19 is approaching fast inIndiaMexicoBrazil USA RussiaAfricaDo we need to think of
0.0,Have you missed your bestie during lockdown Why not celebrate your partnerincrime with these two
0.85,Beautiful MawraHocane Talkistanpk talkistan MuneebButt AyezaKhan netflix lahorebloggers
0.0,lockdown is over amp it is essential for each Bhartiya to plan for future jJaan bhi or Jahan bhi Join me on Ne
0.0,Petition Provide financial help to zoos aquariums amp rescue centres during the pandemic lockdown animalslover
0.0,NAME THE PLAYER Can you name the player in this jigsaw puzzle Drop your answers in the repliesjigsaw
-0.3333333333333333,Bit chilly today but it stayed dry RoyalDornochGC visitdornoch golf pgaprofessional lockdown
0.16666666666666669,SueSuezep Black lives are more susceptible to Covid19 we have been told this by the media Governments around
0.0,One photo that defines Birmingham in lockdown and I hope never to see newstreet this quiet again in my lifetime
0.0,AlistairHaimes Genuinely feel this must be close to being criminally negligent You can not make a case for an act
-0.15555555555555559,Taken the op during lockdown to build a blog of some of the photos Ive taken down the years If you also fancy be
0.0,We are tirelessly doing our bit to provide you tasty and Hygenic food every time while you are with us
0.5,Anmol Baloch looks stunning AnmolBaloch Talkistanpk talkistan MuneebButt AyezaKhan
-0.07142857142857142,Sunday Style Limited EditionUse coupon code LOCKDOWN to get N1500 offOrder via link in bio or send
-0.125,The meeting to be attended by Health Minister E Rajender EatalaRajender and other senior officials will discus
0.0,jennifercooke16 amp GrowingrealDonaldTrump
0.0,Study Online CPE Certified Training Courses riskmanagemant payments fintech
0.0,In case you need a reminder WeAreScrewed Lockdown QuarantineLife
0.0,Day 73 Rohingya camp LockdownOur solidarity from Kutupalong Refugee campBlackLivesMatter
0.2,Thanks kairenKemp for playing a song from my album wherethewildhorsesroam on your radioreverb lockdown show thi
0.0,Looking Back That Guy From Willowvale Eastern CapeGrowthmafabavumaNaakMusiQntsabomluleki
-0.10000000000000002,Also the online classes are conducted just for namesake amp its worthless Still most of our syllabus is left uncov
0.21666666666666667,The first big cake in a while Vanilla sponge filled with strawberry jam and vanilla buttercream With a gold dri
0.0,Even prickly things can be prettydailyconstitutional sonning lockdown thistle nature beauty sunshine
0.0,2 further covid19 deaths HarrogateNHSFT means a total of 70 patients have died of the virus in the district hosp
0.2,NicolaSturgeon we need to hear your plans to end lockdown here now or are you really going to ask us to burn our
0.35,Checklist Crime Thriller For full video Marlencinemas Shortfilm Thriller
0.3125,Our first strawberry Were excited TheMontyDon GWandShows rhs lockdowngarden strawberry lockdown
-0.05,Dear listenshahid DivComKmrOfficeWe are now in a very crucial stage in war on CORONAPlease tread carefully
0.0,WakeupPakistan CoronaInPakistan CoronaUpdatesFrom 1 to 100k COVID19 patients in 101 days As per the world i
-0.125,Is nature healing due to corona and lockdown Learn from what a marinebiologist had to say sammytheoddity an
0.06818181818181818,Live Online support for all our customers 7 days a week visit the site and chat about your next sports eyewear ite
-0.06666666666666667,What a fantastic weekend this has been Been a difficult one for my mental state however the things weve been up t
-0.35,BorisJohnson Are you really so far removed so deluded and so stupid that you think anyone is listening to you at
0.0,boseneel indSupremeCourt PMOIndia NHiranandani awaiting the resolution plan for our unitech property All hop
0.1,Americans Feel Betrayed Week at Legal InsurrectionThis American will not forget 2020Election Riots
-0.14583333333333334,Its hard enough trying to work and home school but the decision to introduce a star home learner of the week is a
